,dr7objid,t04_spiral_a08_spiral_flag,t04_spiral_a09_no_spiral_flag,t08_odd_feature_a20_lens_or_arc_flag,t08_odd_feature_a22_irregular_flag
10405,35744,1,0,0,0
10406,9937,0,1,0,0
10407,100372,1,0,0,1
10408,17308,0,1,1,0
10409,112913,1,0,0,0
10410,81441,0,1,0,0
10411,229603,0,0,0,1
10412,258276,1,0,0,0
10413,255716,0,1,0,0
10414,149452,1,0,0,1
10415,166254,0,1,1,0
10416,268709,1,0,0,0
10417,177922,0,1,0,0
10418,160839,0,0,0,1
10419,60700,0,1,0,0
10420,79601,1,0,0,0
10421,32105,0,1,0,1
10422,210725,0,1,0,0
10423,237607,1,0,0,0
10424,26362,0,1,0,1
10425,106588,0,1,0,1
10426,186947,0,1,0,0
10427,119720,1,0,0,0
10428,189106,0,1,0,0
10429,12107,1,0,0,0
10430,270749,0,1,0,1
10431,247925,0,1,0,0
10432,34756,1,0,0,0
10433,105606,1,0,0,1
10434,21027,0,1,0,0
10435,60522,1,0,0,0
10436,286204,0,1,0,0
10437,95067,0,1,0,1
10438,116683,1,0,0,0
10439,114182,1,0,0,1
10440,143252,0,1,0,0
10441,93893,0,1,0,1
10442,62501,1,0,0,0
10443,246154,0,1,1,0
10444,207395,0,1,0,0
10445,35976,0,1,1,0
10446,52190,0,1,0,0
10447,189314,1,0,0,0
10448,134650,0,0,0,1
10449,204648,0,1,0,0
10450,40091,1,0,0,0
10451,234089,0,1,0,0
10452,90549,1,0,0,0
10453,148543,0,1,0,1
10454,160758,1,0,0,1
10455,181997,1,0,0,0
10456,243431,0,1,0,0
10457,131195,1,0,0,0
10458,68341,0,1,0,1
10459,258587,0,1,0,0
10460,208522,0,0,0,1
10461,110806,0,1,1,0
10462,75766,1,0,0,1
10463,25529,1,0,0,0
10464,133717,0,1,0,0
10465,96134,1,0,0,0
10466,165688,0,1,0,1
10467,90747,1,0,0,0
10468,209580,0,1,0,0
10469,248368,1,0,0,0
10470,17267,0,1,0,0
10471,1377,1,0,0,0
10472,11868,0,1,0,0
10473,74809,0,1,0,1
10474,187966,1,0,0,0
10475,127065,0,1,0,0
10476,58221,0,1,0,1
10477,179568,1,0,0,0
10478,172619,0,1,1,0
10479,18515,0,1,0,0
10480,211491,1,0,0,1
10481,69923,0,1,1,0
10482,188311,0,1,0,0
10483,174173,1,0,0,0
10484,216474,1,0,0,1
10485,75405,1,0,0,1
10486,149070,0,1,0,0
10487,74971,1,0,0,0
10488,290008,0,1,0,0
10489,266151,1,0,0,0
10490,68086,0,1,0,1
10491,235288,0,1,0,1
10492,240512,1,0,0,0
10493,274517,0,1,0,1
10494,40449,0,1,0,0
10495,126592,1,0,0,1
10496,231833,1,0,0,1
10497,92050,1,0,0,0
10498,217146,0,1,0,0
10499,19629,1,0,0,1
10500,89693,0,1,1,0
10501,195884,1,0,0,0
10502,268389,1,0,0,1
10503,265629,0,1,0,0
10504,186532,0,1,0,1
10505,41902,1,0,0,0
10506,171499,0,1,0,0
10507,124208,1,0,0,0
10508,148738,0,1,0,1
10509,37458,0,1,0,0
10510,133936,0,1,0,1
10511,172894,0,1,0,1
10512,270134,1,0,0,0
10513,194312,0,1,1,0
10514,41776,1,0,0,0
10515,223361,0,1,0,0
10516,100776,0,1,0,1
10517,238160,0,1,1,0
10518,84097,1,0,0,0
10519,210450,0,1,1,0
10520,180654,0,1,0,0
10521,168248,0,1,0,1
10522,225295,1,0,0,0
10523,27302,0,1,0,1
10524,31922,0,1,0,0
10525,75115,0,1,0,1
10526,23175,1,0,0,0
10527,100822,0,1,0,0
10528,253288,1,0,0,1
10529,117539,1,0,0,0
10530,144035,0,1,1,0
10531,68007,0,1,1,0
10532,31246,1,0,0,1
10533,113648,1,0,0,0
10534,7699,0,1,0,0
10535,218719,0,0,0,1
10536,113930,0,1,0,1
10537,40853,0,1,0,0
10538,230384,1,0,0,0
10539,35402,0,1,0,1
10540,18535,1,0,0,1
10541,81190,1,0,0,0
10542,84717,0,1,0,0
10543,93232,0,0,0,1
10544,197663,0,0,0,1
10545,95718,0,1,0,0
10546,31863,1,0,0,1
10547,256681,1,0,0,0
10548,156768,0,1,0,0
10549,181636,1,0,0,0
10550,207028,0,1,1,0
10551,55386,0,1,1,0
10552,62996,0,1,0,1
10553,149024,1,0,0,1
10554,241383,0,1,0,0
10555,127828,1,0,0,0
10556,204308,0,1,0,1
10557,148210,0,1,0,0
10558,74141,1,0,0,0
10559,275437,0,1,1,0
10560,243198,1,0,0,0
10561,267216,0,1,0,0
10562,71475,0,0,0,1
10563,177110,1,0,0,0
10564,21890,0,1,0,0
10565,199323,0,1,0,1
10566,251126,1,0,0,0
10567,136550,0,1,0,0
10568,31581,0,1,0,1
10569,179007,1,0,0,0
10570,101094,0,1,1,0
10571,222947,1,0,0,0
10572,30894,1,0,0,1
10573,218461,0,1,0,0
10574,269136,1,0,0,0
10575,212468,0,1,0,0
10576,27247,1,0,0,1
10577,46971,0,1,0,0
10578,60881,1,0,0,0
10579,13972,1,0,0,1
10580,50194,0,1,0,0
10581,156577,0,0,0,1
10582,199719,0,1,1,0
10583,9096,0,1,1,0
10584,178828,1,0,0,0
10585,260795,0,1,0,0
10586,173923,0,1,1,0
10587,24791,1,0,0,0
10588,184801,0,1,0,1
10589,215003,1,0,0,1
10590,1580,1,0,0,0
10591,272298,0,1,0,0
10592,58344,1,0,0,0
10593,264199,0,0,0,1
10594,51758,1,0,0,1
10595,74690,0,1,0,0
10596,112317,1,0,0,0
10597,168186,0,1,1,0
10598,4421,0,1,0,1
10599,105410,0,1,0,0
10600,167305,1,0,0,0
10601,222761,0,1,0,1
10602,276203,1,0,0,1
10603,245495,1,0,0,0
10604,8345,0,1,0,0
10605,43880,1,0,0,0
10606,230453,0,1,0,1
10607,10198,0,1,0,0
10608,5118,0,1,0,1
10609,114046,1,0,0,0
10610,103529,0,1,1,0
10611,195925,0,1,0,0
10612,205049,1,0,0,1
10613,176402,1,0,0,0
10614,117894,0,1,0,0
10615,63880,1,0,0,1
10616,92360,1,0,0,0
10617,186494,0,1,0,0
10618,45232,1,0,0,0
10619,184768,1,0,0,1
10620,54158,0,1,1,0
10621,190581,0,1,0,0
10622,134406,1,0,0,1
10623,76662,0,0,0,1
10624,120335,1,0,0,0
10625,95066,0,1,0,0
10626,106412,0,1,1,0
10627,6521,0,1,0,1
10628,155202,1,0,0,0
10629,60665,0,1,0,0
10630,287386,0,1,0,1
10631,170580,1,0,0,0
10632,96210,0,1,0,0
10633,201640,1,0,0,0
10634,153927,0,1,0,0
10635,180877,0,1,0,1
10636,219821,1,0,0,0
10637,90637,0,1,0,0
10638,263507,1,0,0,0
10639,27088,0,1,0,0
10640,199962,0,1,0,0
10641,181834,1,0,0,1
10642,105680,1,0,0,0
10643,55103,0,1,0,1
10644,196124,0,0,0,1
10645,256642,1,0,0,0
10646,167134,0,1,0,0
10647,110457,0,1,1,0
10648,77501,1,0,0,0
10649,218999,0,1,0,0
10650,203168,0,1,0,1
10651,81799,1,0,0,1
10652,270038,1,0,0,0
10653,225899,0,1,0,0
10654,68143,1,0,0,1
10655,25321,1,0,0,0
10656,220265,0,1,0,0
10657,25088,0,1,1,0
10658,209790,1,0,0,1
10659,64702,0,1,0,0
10660,246439,1,0,0,0
10661,112365,1,0,0,1
10662,38336,1,0,0,1
10663,100383,0,1,0,0
10664,209640,0,1,0,1
10665,102682,1,0,0,0
10666,159695,0,1,0,0
10667,29753,0,1,0,1
10668,223868,0,0,0,1
10669,165553,1,0,0,0
10670,285128,0,1,0,0
10671,66163,0,1,0,1
10672,67496,0,1,0,1
10673,206866,1,0,0,0
10674,210759,0,1,1,0
10675,230195,0,1,0,1
10676,231997,0,0,0,1
10677,64829,0,1,0,0
10678,78633,1,0,0,0
10679,232643,0,1,1,0
10680,83982,1,0,0,1
10681,74089,1,0,0,0
10682,173103,0,1,0,0
10683,85625,0,1,0,1
10684,53416,1,0,0,0
10685,197022,0,1,0,0
10686,154105,0,0,0,1
10687,236209,0,1,1,0
10688,94961,1,0,0,0
10689,19531,0,1,0,0
10690,25101,0,1,0,1
10691,232291,0,1,1,0
10692,139059,1,0,0,1
10693,93153,1,0,0,0
10694,207210,0,1,0,0
10695,295272,0,1,1,0
10696,131814,1,0,0,0
10697,90536,0,1,0,0
10698,88202,0,1,1,0
10699,279905,0,0,0,1
10700,3057,1,0,0,0
10701,204664,0,1,0,0
10702,239179,1,0,0,0
10703,272399,0,1,0,0
10704,3634,1,0,0,0
10705,223414,1,0,0,1
10706,39745,0,1,0,0
10707,229268,1,0,0,0
10708,65136,0,0,0,1
10709,43644,0,1,0,0
10710,22865,0,1,0,1
10711,218819,0,1,1,0
10712,193717,1,0,0,0
10713,232814,0,0,0,1
10714,283695,0,1,0,0
10715,145499,1,0,0,0
10716,81395,1,0,0,1
10717,264798,1,0,0,0
10718,57681,0,1,0,0
10719,210142,0,1,0,1
10720,158754,0,0,0,1
10721,111423,1,0,0,0
10722,254196,0,1,0,0
10723,252838,1,0,0,1
10724,265581,1,0,0,0
10725,113694,0,1,0,0
10726,27352,0,1,1,0
10727,79988,0,1,1,0
10728,12414,0,1,1,0
10729,98039,1,0,0,0
10730,111050,0,1,0,1
10731,9057,0,1,0,0
10732,185104,0,1,0,1
10733,96983,0,1,1,0
10734,46432,0,1,1,0
10735,58774,1,0,0,0
10736,167518,0,1,0,0
10737,172210,0,0,0,1
10738,115749,1,0,0,0
10739,12187,0,1,0,0
10740,110968,0,1,1,0
10741,139402,1,0,0,0
10742,163163,0,1,0,0
10743,100077,1,0,0,0
10744,61123,0,1,0,1
10745,158660,0,1,0,0
10746,73151,0,1,0,1
10747,31710,1,0,0,0
10748,56360,0,1,0,0
10749,153057,0,1,1,0
10750,192506,1,0,0,0
10751,128205,1,0,0,1
10752,32278,0,1,1,0
10753,52428,1,0,0,1
10754,173584,1,0,0,0
10755,136210,0,1,0,0
10756,142892,0,1,0,1
10757,288451,0,1,0,0
10758,256240,0,1,0,1
10759,216204,1,0,0,0
10760,67605,0,1,0,1
10761,291127,0,1,0,0
10762,185490,1,0,0,0
10763,101469,0,1,0,0
10764,37837,1,0,0,0
10765,26159,0,1,0,1
10766,204036,1,0,0,0
10767,138058,0,1,0,0
10768,124787,1,0,0,0
10769,162386,1,0,0,1
10770,61836,0,1,0,0
10771,223837,0,1,0,0
10772,190591,1,0,0,0
10773,205854,0,1,1,0
10774,8053,0,1,0,1
10775,2294,0,1,0,1
10776,226768,0,1,0,0
10777,227038,1,0,0,1
10778,184533,1,0,0,0
10779,145419,0,0,0,1
10780,83990,0,1,1,0
10781,73498,0,1,0,0
10782,107818,1,0,0,0
10783,273590,0,1,1,0
10784,8893,0,1,1,0
10785,239116,0,1,0,1
10786,161283,1,0,0,0
10787,6744,0,1,0,0
10788,157740,0,0,0,1
10789,181405,0,1,1,0
10790,152063,0,1,0,0
10791,125181,0,0,0,1
10792,111814,0,1,1,0
10793,133666,1,0,0,0
10794,215251,0,1,0,1
10795,93313,1,0,0,1
10796,32512,0,1,0,0
10797,36299,1,0,0,0
10798,254090,0,1,1,0
10799,86718,1,0,0,0
10800,268818,0,1,0,1
10801,140465,0,1,0,0
10802,73013,1,0,0,0
10803,142576,0,1,1,0
10804,13274,1,0,0,1
10805,40555,1,0,0,0
10806,110980,0,1,0,0
10807,54749,1,0,0,0
10808,9064,1,0,0,1
10809,33542,0,1,0,0
10810,170602,1,0,0,0
10811,255642,0,1,0,0
10812,226626,1,0,0,1
10813,246644,1,0,0,0
10814,291296,0,1,0,0
10815,128621,0,1,1,0
10816,151784,1,0,0,0
10817,111016,1,0,0,1
10818,126133,0,1,0,0
10819,245607,1,0,0,1
10820,185780,1,0,0,0
10821,7742,0,1,0,0
10822,192170,1,0,0,1
10823,260555,1,0,0,0
10824,164793,0,1,0,1
10825,213590,0,1,1,0
10826,162734,0,1,0,0
10827,17326,1,0,0,0
10828,221986,0,1,0,0
10829,135612,1,0,0,0
10830,74402,0,0,0,1
10831,186640,0,1,0,0
10832,36203,0,1,1,0
10833,26796,1,0,0,0
10834,216336,0,1,1,0
10835,101229,0,1,0,0
10836,148661,0,1,0,1
10837,139442,0,1,0,0
10838,160114,1,0,0,0
10839,4792,0,1,1,0
10840,168030,0,1,0,1
10841,294951,0,1,0,0
10842,118979,0,1,1,0
10843,44246,1,0,0,0
10844,63643,1,0,0,1
10845,162750,0,1,0,0
10846,206999,1,0,0,1
10847,117401,1,0,0,0
10848,24633,0,1,1,0
10849,200924,0,1,0,0
10850,107256,0,1,1,0
10851,26553,0,1,0,1
10852,222884,1,0,0,0
10853,292166,0,1,0,0
10854,118800,0,1,0,1
10855,192623,1,0,0,1
10856,81350,1,0,0,0
10857,125609,0,0,0,1
10858,222846,0,1,0,0
10859,143384,1,0,0,0
10860,184477,1,0,0,1
10861,251843,0,1,0,0
10862,100468,1,0,0,1
10863,197316,1,0,0,0
10864,256490,0,1,0,0
10865,53394,0,1,1,0
10866,233846,1,0,0,0
10867,32215,0,1,1,0
10868,195911,0,1,0,0
10869,142382,0,1,0,1
10870,225738,1,0,0,0
10871,466,0,1,1,0
10872,273528,0,1,0,1
10873,226780,0,1,0,0
10874,151399,0,1,0,1
10875,287158,1,0,0,0
10876,131094,1,0,0,1
10877,1904,0,1,0,0
10878,163179,1,0,0,0
10879,7678,0,1,1,0
10880,69210,0,1,1,0
10881,165251,0,1,1,0
10882,231750,0,1,0,0
10883,279164,1,0,0,0
10884,193352,1,0,0,1
10885,290075,0,1,0,0
10886,137447,0,1,1,0
10887,225411,1,0,0,0
10888,218254,1,0,0,1
10889,200522,0,1,0,0
10890,178673,0,1,0,0
10891,89393,1,0,0,0
10892,290335,0,1,1,0
10893,258017,0,0,0,1
10894,203412,0,1,1,0
10895,132701,0,1,0,0
10896,270321,1,0,0,0
10897,87463,0,1,0,0
10898,295237,1,0,0,0
10899,268656,0,0,0,1
10900,101212,0,1,0,0
10901,220853,1,0,0,0
10902,132838,0,0,0,1
10903,64047,0,1,0,0
10904,194281,0,1,0,1
10905,252345,1,0,0,0
10906,186214,0,1,0,0
10907,39598,0,1,1,0
10908,120636,0,1,1,0
10909,223148,0,1,0,1
10910,143806,1,0,0,0
10911,145119,0,1,0,0
10912,257239,0,1,0,1
10913,213782,1,0,0,0
10914,69119,0,1,0,0
10915,223619,1,0,0,1
10916,157870,1,0,0,0
10917,211790,0,1,0,0
10918,17868,0,1,0,1
10919,266426,1,0,0,0
10920,74787,0,1,0,0
10921,78842,0,0,0,1
10922,2174,0,1,0,1
10923,256110,1,0,0,0
10924,14267,0,1,0,0
10925,271644,1,0,0,0
10926,139372,0,0,0,1
10927,66130,0,1,0,0
10928,60338,1,0,0,1
10929,9660,0,1,1,0
10930,32676,1,0,0,0
10931,143048,0,1,0,1
10932,109067,0,1,0,0
10933,214364,0,1,0,0
10934,282284,1,0,0,0
10935,287924,0,1,0,1
10936,157866,0,1,1,0
10937,210131,0,1,0,0
10938,118759,1,0,0,0
10939,14177,0,1,0,1
10940,15661,0,1,0,0
10941,248087,1,0,0,0
10942,150544,0,1,0,0
10943,162363,0,1,0,1
10944,226363,1,0,0,0
10945,61987,0,1,1,0
10946,113744,1,0,0,1
10947,224476,0,1,0,0
10948,159743,1,0,0,0
10949,81214,1,0,0,1
10950,2619,1,0,0,0
10951,238815,0,1,0,0
10952,287843,0,1,0,0
10953,209735,1,0,0,0
10954,214385,1,0,0,1
10955,126663,1,0,0,1
10956,74652,1,0,0,0
10957,129588,0,1,0,0
10958,51421,0,1,0,1
10959,127996,1,0,0,0
10960,156599,0,1,1,0
10961,36424,1,0,0,1
10962,162101,0,1,0,1
10963,92057,0,1,0,0
10964,63466,1,0,0,0
10965,70293,0,1,1,0
10966,155864,1,0,0,0
10967,7721,0,1,0,0
10968,253555,0,0,0,1
10969,135897,1,0,0,1
10970,99292,0,1,0,0
10971,143773,1,0,0,0
10972,226831,1,0,0,1
10973,112803,0,1,0,0
10974,111371,1,0,0,0
10975,121882,1,0,0,1
10976,289153,1,0,0,0
10977,11190,0,1,1,0
10978,151054,0,1,0,0
10979,9910,0,1,0,1
10980,128775,1,0,0,0
10981,152585,1,0,0,1
10982,62736,0,0,0,1
10983,247789,0,1,0,0
10984,15970,1,0,0,0
10985,199450,0,1,1,0
10986,96190,0,1,1,0
10987,35970,1,0,0,0
10988,161793,0,1,0,0
10989,157243,0,1,1,0
10990,98099,0,1,0,1
10991,107337,0,1,0,1
10992,90190,0,1,0,0
10993,140708,1,0,0,0
10994,223049,0,1,0,1
10995,250682,1,0,0,1
10996,260000,0,1,0,0
10997,201222,1,0,0,1
10998,174124,1,0,0,0
10999,94398,1,0,0,1
11000,154174,1,0,0,0
11001,272994,0,1,0,0
11002,53180,0,1,0,1
11003,62827,1,0,0,0
11004,143863,0,1,0,0
11005,198599,1,0,0,1
11006,162614,1,0,0,1
11007,683,0,1,0,0
11008,172526,1,0,0,0
11009,78604,0,1,1,0
11010,58018,0,1,0,0
11011,225020,1,0,0,1
11012,135465,1,0,0,0
11013,179483,0,1,0,0
11014,211250,1,0,0,1
11015,177581,0,1,1,0
11016,36803,1,0,0,0
11017,154171,1,0,0,1
11018,17884,0,1,0,1
11019,19036,0,1,1,0
11020,151830,0,1,0,0
11021,131144,1,0,0,0
11022,6894,1,0,0,0
11023,242550,0,1,0,0
11024,86759,0,1,1,0
11025,34337,0,1,0,1
11026,229788,0,0,0,1
11027,68375,0,1,0,1
11028,54779,1,0,0,0
11029,54086,0,1,1,0
11030,144308,0,1,0,0
11031,221379,1,0,0,1
11032,229676,1,0,0,0
11033,131962,0,0,0,1
11034,142716,0,1,0,0
11035,56254,1,0,0,0
11036,101712,0,1,0,0
11037,271358,1,0,0,0
11038,10111,0,1,0,1
11039,14967,1,0,0,0
11040,191251,0,1,0,1
11041,236605,0,1,0,0
11042,56954,1,0,0,0
11043,185499,1,0,0,1
11044,71840,0,1,0,0
11045,165206,1,0,0,0
11046,48078,0,1,0,0
11047,159483,1,0,0,0
11048,67872,0,0,0,1
11049,27548,0,1,1,0
11050,254213,0,1,1,0
11051,265585,0,1,0,0
11052,9110,1,0,0,0
11053,86144,0,1,0,1
11054,101947,0,1,0,0
11055,28439,1,0,0,0
11056,196462,0,1,1,0
11057,272670,1,0,0,1
11058,130205,0,1,0,0
11059,183421,1,0,0,0
11060,164239,0,1,0,1
11061,225954,0,1,0,0
11062,60764,1,0,0,0
11063,118657,0,0,0,1
11064,290897,0,0,0,1
11065,221848,1,0,0,0
11066,2846,0,1,0,0
11067,11137,0,1,1,0
11068,41209,1,0,0,0
11069,100257,0,1,0,0
11070,262287,0,1,1,0
11071,165564,1,0,0,1
11072,220535,1,0,0,0
11073,82459,1,0,0,1
11074,230073,0,1,0,0
11075,131450,0,1,0,1
11076,139990,1,0,0,0
11077,194743,0,1,0,0
11078,194542,1,0,0,0
11079,59163,1,0,0,1
11080,103164,0,1,0,1
11081,242326,0,1,0,0
11082,107030,0,1,0,1
11083,274623,1,0,0,0
11084,28522,0,0,0,1
11085,173349,0,1,0,0
11086,39167,1,0,0,1
11087,240486,1,0,0,0
11088,83050,0,1,1,0
11089,194547,1,0,0,0
11090,65005,0,1,0,0
11091,78690,0,1,0,1
11092,82871,1,0,0,0
11093,212127,1,0,0,1
11094,137521,1,0,0,1
11095,165201,0,1,0,0
11096,278886,1,0,0,0
11097,101476,0,0,0,1
11098,96849,0,1,0,1
11099,94095,1,0,0,0
11100,174207,0,1,0,0
11101,111157,1,0,0,1
11102,72360,0,1,0,0
11103,19918,1,0,0,0
11104,11323,1,0,0,1
11105,237876,0,1,0,1
11106,52568,0,0,0,1
11107,180100,1,0,0,1
11108,96637,0,1,0,0
11109,160223,1,0,0,0
11110,63020,0,1,0,0
11111,235270,1,0,0,0
11112,18889,0,1,0,1
11113,73466,0,1,0,0
11114,74768,0,1,0,1
11115,25651,1,0,0,0
11116,176404,1,0,0,1
11117,209557,0,1,1,0
11118,209948,1,0,0,1
11119,24930,0,1,1,0
11120,155182,0,1,0,0
11121,107116,1,0,0,1
11122,177175,1,0,0,0
11123,3537,0,1,0,0
11124,266540,1,0,0,0
11125,8990,0,1,0,1
11126,77960,0,1,0,1
11127,282549,0,1,0,0
11128,73473,0,0,0,1
11129,113293,1,0,0,0
11130,169505,1,0,0,1
11131,141542,1,0,0,0
11132,85359,0,1,1,0
11133,65811,0,1,0,0
11134,118237,1,0,0,1
11135,13536,1,0,0,0
11136,5130,1,0,0,0
11137,143599,0,1,0,0
11138,281518,1,0,0,1
11139,194122,1,0,0,0
11140,14835,0,1,1,0
11141,192904,0,1,0,0
11142,240235,1,0,0,1
11143,251041,1,0,0,1
11144,41027,1,0,0,0
11145,130366,0,1,0,0
11146,238847,0,1,0,1
11147,26706,0,1,1,0
11148,85588,1,0,0,0
11149,171058,0,1,0,0
11150,124595,1,0,0,1
11151,244172,0,1,1,0
11152,166004,1,0,0,1
11153,139774,1,0,0,0
11154,213016,0,1,0,0
11155,112482,0,1,1,0
11156,81781,1,0,0,1
11157,184758,1,0,0,0
11158,209845,0,1,0,0
11159,154532,1,0,0,0
11160,51922,0,1,0,0
11161,193513,1,0,0,0
11162,125787,0,1,1,0
11163,191916,0,1,0,0
11164,215575,1,0,0,1
11165,193170,0,0,0,1
11166,72354,1,0,0,0
11167,198037,0,1,0,0
11168,239291,1,0,0,1
11169,77691,1,0,0,0
11170,119248,0,1,0,1
11171,44130,0,1,0,0
11172,26243,1,0,0,0
11173,242261,0,1,0,1
11174,194616,0,0,0,1
11175,41769,0,1,0,0
11176,167456,1,0,0,0
11177,34946,0,0,0,1
11178,74638,0,0,0,1
11179,154998,1,0,0,0
11180,130249,0,1,0,0
11181,161134,1,0,0,0
11182,256016,0,1,0,0
11183,141348,0,1,0,1
11184,50941,1,0,0,1
11185,247353,1,0,0,0
11186,25766,0,1,0,1
11187,172949,0,1,0,0
11188,35452,0,0,0,1
11189,77137,0,1,0,0
11190,111054,1,0,0,0
11191,21193,0,1,1,0
11192,162720,0,1,0,0
11193,40521,1,0,0,0
11194,250675,0,0,0,1
11195,58996,0,1,1,0
11196,197311,0,0,0,1
11197,260740,1,0,0,0
11198,239078,0,1,0,0
11199,104051,0,1,0,1
11200,148774,0,1,0,0
11201,72449,1,0,0,0
11202,241848,0,1,0,1
11203,159268,0,1,1,0
11204,132812,0,0,0,1
11205,207191,0,1,0,0
11206,57762,1,0,0,0
11207,2549,0,1,0,0
11208,184328,1,0,0,0
11209,222472,0,1,1,0
11210,77825,1,0,0,0
11211,254804,0,1,0,0
11212,198424,0,1,1,0
11213,294166,1,0,0,0
11214,7393,0,1,0,1
11215,119134,0,1,1,0
11216,73957,0,1,0,0
11217,286199,1,0,0,0
11218,21302,0,1,1,0
11219,195944,0,1,0,0
11220,140859,1,0,0,0
11221,19444,0,1,1,0
11222,11043,0,1,1,0
11223,135096,0,1,1,0
11224,17137,0,1,0,0
11225,197545,1,0,0,0
11226,93481,0,1,0,1
11227,38248,1,0,0,0
11228,81182,1,0,0,1
11229,232926,0,1,0,0
11230,170540,1,0,0,0
11231,159315,0,1,1,0
11232,7598,1,0,0,0
11233,203246,0,1,0,1
11234,57460,0,1,0,0
11235,14198,1,0,0,1
11236,140207,1,0,0,0
11237,103887,0,1,0,1
11238,271356,0,1,0,0
11239,58865,0,1,0,1
11240,294919,1,0,0,0
11241,169559,0,1,0,0
11242,159544,1,0,0,1
11243,113758,0,1,1,0
11244,246408,1,0,0,0
11245,56158,1,0,0,1
11246,79320,0,1,0,0
11247,41922,1,0,0,0
11248,216255,0,1,1,0
11249,25271,0,1,1,0
11250,215639,1,0,0,1
11251,129060,0,1,0,0
11252,191690,1,0,0,0
11253,215592,0,1,1,0
11254,112840,1,0,0,1
11255,96185,0,1,0,0
11256,276843,1,0,0,0
11257,234891,1,0,0,1
11258,29860,0,1,0,1
11259,167281,1,0,0,0
11260,44921,0,1,1,0
11261,223051,0,1,0,0
11262,23898,0,0,0,1
11263,63446,0,0,0,1
11264,51550,0,0,0,1
11265,186047,0,1,0,0
11266,127472,1,0,0,0
11267,211584,0,1,0,1
11268,135894,1,0,0,0
11269,162900,0,1,0,0
11270,109985,1,0,0,1
11271,115078,1,0,0,0
11272,64505,0,1,0,1
11273,41527,0,1,0,0
11274,88168,1,0,0,0
11275,18035,1,0,0,1
11276,54092,0,1,0,0
11277,237550,1,0,0,1
11278,123325,1,0,0,0
11279,280628,0,1,0,0
11280,268645,0,1,0,1
11281,246865,0,1,0,0
11282,21179,1,0,0,0
11283,185056,0,0,0,1
11284,243542,0,1,1,0
11285,37414,0,1,0,0
11286,123725,1,0,0,0
11287,120506,0,1,1,0
11288,2215,0,0,0,1
11289,77036,0,1,0,0
11290,86962,0,1,1,0
11291,87266,1,0,0,0
11292,151185,0,1,0,0
11293,241858,0,1,0,1
11294,208833,0,1,0,1
11295,92297,1,0,0,0
11296,239211,0,1,0,0
11297,69738,0,0,0,1
11298,158111,1,0,0,0
11299,233254,0,1,0,1
11300,63285,0,1,0,0
11301,50260,1,0,0,0
11302,109178,0,1,1,0
11303,119378,0,1,0,0
11304,52046,1,0,0,0
11305,191614,1,0,0,1
11306,245739,0,1,0,0
11307,72829,1,0,0,0
11308,114128,0,1,0,1
11309,25000,0,1,0,0
11310,161934,1,0,0,0
11311,145143,1,0,0,1
11312,216554,0,1,1,0
11313,269642,0,1,0,0
11314,175160,1,0,0,0
11315,186519,1,0,0,0
11316,117714,0,1,0,0
11317,86986,1,0,0,1
11318,9299,0,1,0,1
11319,206834,1,0,0,0
11320,262914,0,1,0,0
11321,54346,0,0,0,1
11322,170659,0,0,0,1
11323,108800,1,0,0,0
11324,9729,0,1,0,0
11325,125471,1,0,0,1
11326,129831,0,1,0,0
11327,47862,1,0,0,0
11328,264686,1,0,0,0
11329,35296,0,1,0,0
11330,19621,0,0,0,1
11331,123072,1,0,0,0
11332,220003,0,1,0,1
11333,170162,0,1,0,0
11334,177216,0,1,0,0
11335,63610,1,0,0,0
11336,84741,0,1,0,1
11337,30541,0,1,0,0
11338,2310,1,0,0,1
11339,79722,1,0,0,0
11340,188242,1,0,0,0
11341,273096,1,0,0,1
11342,131509,0,1,0,0
11343,113689,0,0,0,1
11344,171473,1,0,0,0
11345,43694,1,0,0,1
11346,35641,0,1,0,0
11347,53088,1,0,0,0
11348,41642,0,1,0,1
11349,2775,0,1,0,0
11350,134215,0,1,0,1
11351,179446,1,0,0,0
11352,116617,1,0,0,1
11353,218523,1,0,0,0
11354,79119,0,1,0,0
11355,200771,0,1,0,1
11356,195534,1,0,0,0
11357,53934,0,1,0,0
11358,112176,0,1,0,1
11359,21195,1,0,0,0
11360,266717,0,1,0,0
11361,284244,0,1,0,1
11362,225585,1,0,0,0
11363,216592,0,1,0,0
11364,235614,0,1,1,0
11365,94861,1,0,0,0
11366,172979,0,1,0,0
11367,105820,0,1,0,1
11368,123261,0,1,0,0
11369,28013,1,0,0,0
11370,28313,0,0,0,1
11371,236140,0,1,1,0
11372,239925,1,0,0,0
11373,47297,0,1,0,0
11374,18129,1,0,0,1
11375,106685,0,1,1,0
11376,175801,0,1,0,0
11377,61265,1,0,0,0
11378,16926,1,0,0,1
11379,198020,0,1,0,0
11380,174332,1,0,0,0
11381,22991,0,1,1,0
11382,174071,0,1,0,1
11383,162321,1,0,0,0
11384,58905,0,0,0,1
11385,66140,0,1,0,0
11386,197437,0,1,0,1
11387,217815,1,0,0,0
11388,199944,0,1,0,0
11389,240530,1,0,0,1
11390,263954,1,0,0,0
11391,1704,0,1,0,0
11392,95083,0,1,1,0
11393,46623,0,1,0,0
11394,218606,1,0,0,0
11395,183754,0,1,1,0
11396,115666,0,1,1,0
11397,263506,0,1,1,0
11398,181840,0,0,0,1
